name,first_name,last_name,original_title,department,area,university,email,rank
Jason Gaitonde,Jason,Gaitonde,Assistant Professor,Decision Sciences,"Business Analytics, Decision Science and Stats",Duke University (Fuqua School of Business),,Assistant
Ali Makhdoumi,Ali,Makhdoumi,Associate Professor,Decision Sciences,"Business Analytics, Decision Science and Stats",Duke University (Fuqua School of Business),,Associate
Saša Pekeč,Saša,Pekeč,Peterjohn-Richards Distinguished Professor,Decision Sciences,"Business Analytics, Decision Science and Stats",Duke University (Fuqua School of Business),,Professor
Peng Sun,Peng,Sun,J.B. Fuqua Professor,Decision Sciences,"Business Analytics, Decision Science and Stats",Duke University (Fuqua School of Business),,Professor
Yehua Wei,Yehua,Wei,Associate Professor,Decision Sciences,"Business Analytics, Decision Science and Stats",Duke University (Fuqua School of Business),,Associate
Jiaming Xu,Jiaming,Xu,Associate Professor,Decision Sciences,"Business Analytics, Decision Science and Stats",Duke University (Fuqua School of Business),,Associate
Anqi Zhao,Anqi,Zhao,Assistant Professor,Decision Sciences,"Business Analytics, Decision Science and Stats",Duke University (Fuqua School of Business),,Assistant
Robert Clemen,Robert,Clemen,Professor Emeritus,Decision Sciences,"Business Analytics, Decision Science and Stats",Duke University (Fuqua School of Business),,Emeritus
Ralph Keeney,Ralph,Keeney,Research Professor Emeritus,Decision Sciences,"Business Analytics, Decision Science and Stats",Duke University (Fuqua School of Business),,Emeritus
Dan Laughhunn,Dan,Laughhunn,Professor Emeritus,Decision Sciences,"Business Analytics, Decision Science and Stats",Duke University (Fuqua School of Business),,Emeritus
Bob Nau,Bob,Nau,Professor Emeritus,Decision Sciences,"Business Analytics, Decision Science and Stats",Duke University (Fuqua School of Business),,Emeritus
Bob Winkler,Bob,Winkler,James B. Duke Professor Emeritus,Decision Sciences,"Business Analytics, Decision Science and Stats",Duke University (Fuqua School of Business),,Emeritus
James Anton,James,Anton,Wesley A. Magat Professor,Economics,Business Econ and Policy,Duke University (Fuqua School of Business),,Professor
John Coleman,John,Coleman,Professor,Economics,Business Econ and Policy,Duke University (Fuqua School of Business),,Professor
Giuseppe Lopomo,Giuseppe,Lopomo,Alan D. Schwartz Distinguished Professor of Business Administration,Economics,Business Econ and Policy,Duke University (Fuqua School of Business),,Professor
David McAdams,David,McAdams,Professor,Economics,Business Econ and Policy,Duke University (Fuqua School of Business),,Professor
Mark McClellan,Mark,McClellan,Professor of Practice,Economics,Business Econ and Policy,Duke University (Fuqua School of Business),,Professor of Practice
Jeremy Petranka,Jeremy,Petranka,Associate Professor of the Practice,Economics,Business Econ and Policy,Duke University (Fuqua School of Business),,Professor of Practice
Udayan Vaidya,Udayan,Vaidya,Assistant Professor,Economics,Business Econ and Policy,Duke University (Fuqua School of Business),,Assistant
Leslie Marx,Leslie,Marx,Robert A. Bandeen Professor Emerita,Economics,Business Econ and Policy,Duke University (Fuqua School of Business),,Emeritus
Manuel Adelino,Manuel,Adelino,Senior Associate Dean for Faculty and Professor,Finance,Finance,Duke University (Fuqua School of Business),,Professor
Ravi Bansal,Ravi,Bansal,J. B. Fuqua Professor,Finance,Finance,Duke University (Fuqua School of Business),,Professor
Francesco Beraldi,Francesco,Beraldi,Assistant Professor,Finance,Finance,Duke University (Fuqua School of Business),,Assistant
Alon Brav,Alon,Brav,Bratton Family Distinguished Professor,Finance,Finance,Duke University (Fuqua School of Business),,Professor
Doug Breeden,Doug,Breeden,"William W. Priest, Jr. Professor",Finance,Finance,Duke University (Fuqua School of Business),,Professor
John Buley,John,Buley,Professor of the Practice,Finance,Finance,Duke University (Fuqua School of Business),,Professor of Practice
Anna Cieslak,Anna,Cieslak,Associate Professor,Finance,Finance,Duke University (Fuqua School of Business),,Associate
Nuno Clara,Nuno,Clara,Associate Professor,Finance,Finance,Duke University (Fuqua School of Business),,Associate
Simon Gervais,Simon,Gervais,Professor,Finance,Finance,Duke University (Fuqua School of Business),,Professor
John Graham,John,Graham,"D. Richard Mead, Jr. Family Professor",Finance,Finance,Duke University (Fuqua School of Business),,Professor
Campbell Harvey,Campbell,Harvey,J. Paul Sticht Professor,Finance,Finance,Duke University (Fuqua School of Business),,Professor
David Hsieh,David,Hsieh,Bank of America Professor,Finance,Finance,Duke University (Fuqua School of Business),,Professor
Paymon Khorrami,Paymon,Khorrami,Assistant Professor,Finance,Finance,Duke University (Fuqua School of Business),,Assistant
Manju Puri,Manju,Puri,J. B. Fuqua Professor,Finance,Finance,Duke University (Fuqua School of Business),,Professor
Adriano A. Rampini,Adriano,Rampini,Douglas and Josie Breeden Professor of Financial Economics,Finance,Finance,Duke University (Fuqua School of Business),,Professor
David T. Robinson,David,Robinson,James and Gail Vander Weide Professor of Finance,Finance,Finance,Duke University (Fuqua School of Business),,Professor
Arthur Taburet,Arthur,Taburet,Assistant Professor,Finance,Finance,Duke University (Fuqua School of Business),,Assistant
João Thereze,João,Thereze,Assistant Professor,Finance,Finance,Duke University (Fuqua School of Business),,Assistant
Vish Viswanathan,Vish,Viswanathan,F. M. Kirby Professor,Finance,Finance,Duke University (Fuqua School of Business),,Professor
Melanie Wallskog,Melanie,Wallskog,Assistant Professor,Finance,Finance,Duke University (Fuqua School of Business),,Assistant
Michael Bradley,Michael,Bradley,F.M. Kirby Emeritus Professor and Professor of Law,Finance,Finance,Duke University (Fuqua School of Business),,Emeritus
Michael Brandt,Michael,Brandt,Kalman J. Cohen Professor Emeritus,Finance,Finance,Duke University (Fuqua School of Business),,Emeritus
Jonathon Cummings,Jonathon,Cummings,Professor,Management and Organizations,Management Organizations (Org. Behavior),Duke University (Fuqua School of Business),,Professor
James Emery,James,Emery,Associate Professor of the Practice,Management and Organizations,Management Organizations (Org. Behavior),Duke University (Fuqua School of Business),,Professor of Practice
Greg Fischer,Greg,Fischer,Professor,Management and Organizations,Management Organizations (Org. Behavior),Duke University (Fuqua School of Business),,Professor
Gráinne Fitzsimons,Gráinne,Fitzsimons,"George C. Lamb, Jr. University Professorship of Business Administration",Management and Organizations,Management Organizations (Org. Behavior),Duke University (Fuqua School of Business),,Professor
Jamie Jones,Jamie,Jones,Associate Professor of the Practice/Director for Duke Innovation & Entrepreneurship,Management and Organizations,Management Organizations (Org. Behavior),Duke University (Fuqua School of Business),,Professor of Practice
Aaron Charles Kay,Aaron,Kay,J.Rex Fuqua Professor of International Management,Management and Organizations,Management Organizations (Org. Behavior),Duke University (Fuqua School of Business),,Professor
Michael Krzyzewski,Michael,Krzyzewski,Joseph R. Swedish Professor of the Practice,Management and Organizations,Management Organizations (Org. Behavior),Duke University (Fuqua School of Business),,Professor of Practice
Richard Larrick,Richard,Larrick,Hanes Corporation Foundation Professor,Management and Organizations,Management Organizations (Org. Behavior),Duke University (Fuqua School of Business),,Professor
Angelica Leigh,Angelica,Leigh,Associate Professor,Management and Organizations,Management Organizations (Org. Behavior),Duke University (Fuqua School of Business),,Associate
Patricia Linville,Patricia,Linville,Associate Professor,Management and Organizations,Management Organizations (Org. Behavior),Duke University (Fuqua School of Business),,Associate
Daisy Lovelace,Daisy,Lovelace,"Associate Professor of the Practice and Executive Director, Management Communication Center",Management and Organizations,Management Organizations (Org. Behavior),Duke University (Fuqua School of Business),,Professor of Practice
Angela Passarelli,Angela,Passarelli,Associate Professor of the Practice,Management and Organizations,Management Organizations (Org. Behavior),Duke University (Fuqua School of Business),,Professor of Practice
Bella Ren,Bella,Ren,Assistant Professor,Management and Organizations,Management Organizations (Org. Behavior),Duke University (Fuqua School of Business),,Assistant
Ashleigh Shelby Rosette,Ashleigh,Rosette,James L. Vincent Professor of Leadership,Management and Organizations,Management Organizations (Org. Behavior),Duke University (Fuqua School of Business),,Professor
Sim Sitkin,Sim,Sitkin,Michael W. Krzyzewski University Distinguished Professor,Management and Organizations,Management Organizations (Org. Behavior),Duke University (Fuqua School of Business),,Professor
Jack Soll,Jack,Soll,Gregory Mario & Jeremy Mario Distinguished Professor,Management and Organizations,Management Organizations (Org. Behavior),Duke University (Fuqua School of Business),,Professor
Preeti Vani,Preeti,Vani,Postdoctoral Associate,Management and Organizations,Management Organizations (Org. Behavior),Duke University (Fuqua School of Business),,Other
Kimberly Wade-Benzoni,Kimberly,Wade-Benzoni,Professor,Management and Organizations,Management Organizations (Org. Behavior),Duke University (Fuqua School of Business),,Professor
Kevin White,Kevin,White,"Professor of the Practice and Vice President/Director of Athletics, Emeritus",Management and Organizations,Management Organizations (Org. Behavior),Duke University (Fuqua School of Business),,Emeritus
John Gallagher,John,Gallagher,"Professor of the Practice, Emeritus",Management and Organizations,Management Organizations (Org. Behavior),Duke University (Fuqua School of Business),,Emeritus
Joseph N.G. LeBoeuf,Joseph,LeBoeuf,Professor of the Practice Emeritus,Management and Organizations,Management Organizations (Org. Behavior),Duke University (Fuqua School of Business),,Emeritus
Allan Lind,Allan,Lind,James L. Vincent Professor Emeritus,Management and Organizations,Management Organizations (Org. Behavior),Duke University (Fuqua School of Business),,Emeritus
Blair Sheppard,Blair,Sheppard,Professor Emeritus,Management and Organizations,Management Organizations (Org. Behavior),Duke University (Fuqua School of Business),,Emeritus
Wilfred Amaldoss,Wilfred,Amaldoss,Thomas A. Finch Jr. Professor,Marketing,Marketing,Duke University (Fuqua School of Business),,Professor
Dan Ariely,Dan,Ariely,Professor of Business Administration,Marketing,Marketing,Duke University (Fuqua School of Business),,Professor
Jim Bettman,Jim,Bettman,Burlington Industries Professor Emeritus,Marketing,Marketing,Duke University (Fuqua School of Business),,Emeritus
Bill Boulding,Bill,Boulding,J.B. Fuqua Professor,Marketing,Marketing,Duke University (Fuqua School of Business),,Professor
Tanya L. Chartrand,Tanya,Chartrand,Roy J. Bostock Professor,Marketing,Marketing,Duke University (Fuqua School of Business),,Professor
Keisha Cutright,Keisha,Cutright,Professor,Marketing,Marketing,Duke University (Fuqua School of Business),,Professor
Preyas Desai,Preyas,Desai,Spencer R. Hassell Professor,Marketing,Marketing,Duke University (Fuqua School of Business),,Professor
Jordan Etkin,Jordan,Etkin,Associate Professor,Marketing,Marketing,Duke University (Fuqua School of Business),,Associate
Gavan Fitzsimons,Gavan,Fitzsimons,Edward S and Rose K Donnell Professor of Marketing and Psychology,Marketing,Marketing,Duke University (Fuqua School of Business),,Professor
Tong Guo,Tong,Guo,Associate Professor,Marketing,Marketing,Duke University (Fuqua School of Business),,Associate
Mary Frances Luce,Mary,Luce,Dean and Robert A. Ingram Professor,Marketing,Marketing,Duke University (Fuqua School of Business),,Professor
Carl Mela,Carl,Mela,T. Austin Finch Foundation Professor,Marketing,Marketing,Duke University (Fuqua School of Business),,Professor
Christine Moorman,Christine,Moorman,"T. Austin Finch, Sr. Professor",Marketing,Marketing,Duke University (Fuqua School of Business),,Professor
Russ Morgan,Russ,Morgan,Senior Associate Dean of Operations and Professor of the Practice of Marketing,Marketing,Marketing,Duke University (Fuqua School of Business),,Professor of Practice
Devavrat Purohit,Devavrat,Purohit,Ford Motor Company Professor,Marketing,Marketing,Duke University (Fuqua School of Business),,Professor
John Quelch,John,Quelch,"Executive Vice Chancellor, Duke Kunshan University and John deButts Professor of the Practice",Marketing,Marketing,Duke University (Fuqua School of Business),,Professor of Practice
Srinivas Tunuguntla,Srinivas,Tunuguntla,Assistant Professor,Marketing,Marketing,Duke University (Fuqua School of Business),,Assistant
Peter A Ubel,Peter,Ubel,Madge and Dennis T. McLawhorn University Professor,Marketing,Marketing,Duke University (Fuqua School of Business),,Professor
Yuji Winet,Yuji,Winet,Assistant Professor,Marketing,Marketing,Duke University (Fuqua School of Business),,Assistant
Julie Edell,Julie,Edell,Associate Professor Emerita,Marketing,Marketing,Duke University (Fuqua School of Business),,Emeritus
Joel Huber,Joel,Huber,Alan D. Schwartz Professor Emeritus,Marketing,Marketing,Duke University (Fuqua School of Business),,Emeritus
John McCann,John,McCann,Professor Emeritus,Marketing,Marketing,Duke University (Fuqua School of Business),,Emeritus
John Payne,John,Payne,"Joseph R. Ruvane, Jr. Professor Emeritus",Marketing,Marketing,Duke University (Fuqua School of Business),,Emeritus
Rick Staelin,Rick,Staelin,Gregory Mario and Jeremy Mario Professor Emeritus,Marketing,Marketing,Duke University (Fuqua School of Business),,Emeritus
Fernando Bernstein,Fernando,Bernstein,Associate Dean for Global Initiatives and William and Sue Gross Distinguished Professor of Business Administration,Operations Management,Production and Operations,Duke University (Fuqua School of Business),,Professor
Bora Keskin,Bora,Keskin,Associate Professor,Operations Management,Production and Operations,Duke University (Fuqua School of Business),,Associate
Pranab Majumder,Pranab,Majumder,Associate Professor of the Practice,Operations Management,Production and Operations,Duke University (Fuqua School of Business),,Professor of Practice
Kevin Shang,Kevin,Shang,"Joseph J. Ruvane, Jr. Distinguished Professor",Operations Management,Production and Operations,Duke University (Fuqua School of Business),,Professor
Jeannette Song,Jeannette,Song,R. David Thomas Professor,Operations Management,Production and Operations,Duke University (Fuqua School of Business),,Professor
Robert Swinney,Robert,Swinney,Senior Associate Dean of Programs and Professor,Operations Management,Production and Operations,Duke University (Fuqua School of Business),,Professor
Daniel Vermeer,Daniel,Vermeer,"Executive Director, Center for Energy, Development, and the Global Environment and Associate Professor of the Practice",Operations Management,Production and Operations,Duke University (Fuqua School of Business),,Professor of Practice
Can Zhang,Can,Zhang,Associate Professor,Operations Management,Production and Operations,Duke University (Fuqua School of Business),,Associate
Paul Zipkin,Paul,Zipkin,Professor Emeritus,Operations Management,Production and Operations,Duke University (Fuqua School of Business),,Emeritus
Ashish Arora,Ashish,Arora,Rex D. Adams Professor,Strategy,Strategy,Duke University (Fuqua School of Business),,Professor
Sharon Belenzon,Sharon,Belenzon,Fundación Damm Distinguished Professor of Business Administration,Strategy,Strategy,Duke University (Fuqua School of Business),,Professor
Inês Black,Inês,Black,Assistant Professor,Strategy,Strategy,Duke University (Fuqua School of Business),,Assistant
Aaron Chatterji,Aaron,Chatterji,Mark Burgess & Lisa Benson-Burgess Distinguished Professor,Strategy,Strategy,Duke University (Fuqua School of Business),,Professor
Wesley Cohen,Wesley,Cohen,Snow Family Professor,Strategy,Strategy,Duke University (Fuqua School of Business),,Professor
Chris Eaglin,Chris,Eaglin,Assistant Professor,Strategy,Strategy,Duke University (Fuqua School of Business),,Assistant
Evgenii Fadeev,Evgenii,Fadeev,Assistant Professor,Strategy,Strategy,Duke University (Fuqua School of Business),,Assistant
Jon Fjeld,Jon,Fjeld,Bill and Eileen Luby Professor of the Practice of Strategy,Strategy,Strategy,Duke University (Fuqua School of Business),,Professor of Practice
Daniel Gross,Daniel,Gross,Associate Professor,Strategy,Strategy,Duke University (Fuqua School of Business),,Associate
Sharique Hasan,Sharique,Hasan,Associate Professor,Strategy,Strategy,Duke University (Fuqua School of Business),,Associate
David Ridley,David,Ridley,"Professor of the Practice of Business, Economics, and Public Policy and Dr. and Mrs. Frank A. Riddick, Jr. Research Fellow",Strategy,Strategy,Duke University (Fuqua School of Business),,Professor of Practice
Scott Rockart,Scott,Rockart,Eads Associate Professor of the Practice in Energy Finance and Faculty Fellow in the Energy Initiative,Strategy,Strategy,Duke University (Fuqua School of Business),,Professor of Practice
Yoko Shibuya,Yoko,Shibuya,Assistant Professor,Strategy,Strategy,Duke University (Fuqua School of Business),,Assistant
Rich Burton,Rich,Burton,Professor Emeritus,Strategy,Strategy,Duke University (Fuqua School of Business),,Emeritus
Arie Lewin,Arie,Lewin,Professor Emeritus,Strategy,Strategy,Duke University (Fuqua School of Business),,Emeritus
